Province,Date,Cumulative confirmed cases,Confirmed cases per day,Cumulative death cases,Deaths per day,Cumulative hospitalizations cases,Hospitalizations per day,Mortality rate,Daily mortality rate,Cumulative Active Cases,Active Cases per day
Nunavut,2021-01-30,284,1,1,0,0,0,0.352,0.0,283,1
Nova Scotia,2021-01-30,1580,3,65,0,1,0,4.114,0.0,1514,3
Manitoba,2021-01-30,29479,161,836,2,275,3,2.836,1.242,28368,156
Northwest Territories,2021-01-30,31,0,0,0,0,0,0.0,0.0,31,0
Ontario,2021-01-30,269345,1659,6385,55,1185,1,2.371,3.315,261775,1603
Yukon,2021-01-30,83,0,1,0,0,0,1.205,0.0,82,0
Nunavut,2021-01-31,294,10,1,0,0,0,0.34,0.0,293,10
Prince Edward Island,2021-01-31,111,0,0,0,0,0,0.0,0.0,111,0
British Columbia,2021-01-31,67843,295,1189,0,292,0,1.753,0.0,66362,295
Newfoundland and Labrador,2021-01-31,408,0,4,0,1,0,0.98,0.0,403,0
New Brunswick,2021-01-31,1255,25,18,0,4,1,1.434,0.0,1233,24
Nova Scotia,2021-01-31,1580,0,65,0,1,0,4.114,0.0,1514,0
Northwest Territories,2021-01-31,31,0,0,0,0,0,0.0,0.0,31,0
Yukon,2021-01-31,83,0,1,0,0,0,1.205,0.0,82,0
Ontario,2021-01-31,270798,1453,6427,42,1195,10,2.373,2.891,263176,1401
Newfoundland and Labrador,2021-02-01,408,0,4,0,1,0,0.98,0.0,403,0
Nova Scotia,2021-02-01,1581,1,65,0,1,0,4.111,0.0,1515,1
Prince Edward Island,2021-02-01,113,2,0,0,0,0,0.0,0.0,113,2
Quebec,2021-02-01,255466,916,9281,34,1144,8,3.633,3.712,245041,874
Nunavut,2021-02-01,294,0,1,0,0,0,0.34,0.0,293,0
Yukon,2021-02-01,83,0,1,0,0,0,1.205,0.0,82,0
Northwest Territories,2021-02-01,31,0,0,0,0,0,0.0,0.0,31,0
Saskatchewan,2021-02-02,24236,225,314,8,238,36,1.296,3.556,23684,181
Nova Scotia,2021-02-02,1582,1,65,0,1,0,4.109,0.0,1516,1
British Columbia,2021-02-02,68642,402,1218,8,294,5,1.774,1.99,67130,389
Nunavut,2021-02-02,294,0,1,0,0,0,0.34,0.0,293,0
Prince Edward Island,2021-02-02,113,0,0,0,0,0,0.0,0.0,113,0
Newfoundland and Labrador,2021-02-02,408,0,4,0,1,0,0.98,0.0,403,0
Yukon,2021-02-02,83,0,1,0,0,0,1.205,0.0,82,0
Ontario,2021-02-02,273502,1445,6516,48,1104,32,2.382,3.322,265882,1365
Alberta,2021-02-02,125119,456,1671,11,556,0,1.336,2.412,122892,445
Northwest Territories,2021-02-02,32,1,0,0,0,0,0.0,0.0,32,1
Prince Edward Island,2021-02-03,113,0,0,0,0,0,0.0,0.0,113,0
Northwest Territories,2021-02-03,32,0,0,0,0,0,0.0,0.0,32,0
Manitoba,2021-02-03,29885,113,848,3,260,6,2.838,2.655,28777,104
Yukon,2021-02-03,83,0,1,0,0,0,1.205,0.0,82,0
Nunavut,2021-02-03,294,0,1,0,0,0,0.34,0.0,293,0
Newfoundland and Labrador,2021-02-03,410,2,4,0,1,0,0.976,0.0,405,2
Nova Scotia,2021-02-03,1583,1,65,0,1,0,4.106,0.0,1517,1
New Brunswick,2021-02-03,1302,14,18,0,5,3,1.382,0.0,1279,11
Prince Edward Island,2021-02-04,113,0,0,0,0,0,0.0,0.0,113,0
Yukon,2021-02-04,83,0,1,0,0,0,1.205,0.0,82,0
Northwest Territories,2021-02-04,32,0,0,0,0,0,0.0,0.0,32,0
New Brunswick,2021-02-04,1318,16,18,0,5,0,1.366,0.0,1295,16
Nunavut,2021-02-04,296,2,1,0,0,0,0.338,0.0,295,2
Nova Scotia,2021-02-04,1584,1,65,0,1,0,4.104,0.0,1518,1
Newfoundland and Labrador,2021-02-05,412,1,4,0,0,0,0.971,0.0,408,1
New Brunswick,2021-02-05,1325,7,18,0,6,1,1.358,0.0,1301,6
Saskatchewan,2021-02-05,24946,266,332,3,224,8,1.331,1.128,24390,255
Nova Scotia,2021-02-05,1584,0,65,0,1,0,4.104,0.0,1518,0
Yukon,2021-02-05,83,0,1,0,0,0,1.205,0.0,82,0
Nunavut,2021-02-05,296,0,1,0,0,0,0.338,0.0,295,0
Manitoba,2021-02-05,30082,101,856,7,115,6,2.846,6.931,29111,88
Prince Edward Island,2021-02-05,113,0,0,0,0,0,0.0,0.0,113,0
Northwest Territories,2021-02-05,32,0,0,0,0,0,0.0,0.0,32,0
Nunavut,2021-02-06,299,3,1,0,0,0,0.334,0.0,298,3
British Columbia,2021-02-06,70517,483,1246,0,253,0,1.767,0.0,69018,483
Prince Edward Island,2021-02-06,113,0,0,0,0,0,0.0,0.0,113,0
Yukon,2021-02-06,84,1,1,0,0,0,1.19,0.0,83,1
New Brunswick,2021-02-06,1337,12,20,2,8,2,1.496,16.667,1309,8
Newfoundland and Labrador,2021-02-06,415,3,4,0,0,0,0.964,0.0,411,3
Northwest Territories,2021-02-06,32,0,0,0,0,0,0.0,0.0,32,0
Nunavut,2021-02-07,299,0,1,0,0,0,0.334,0.0,298,0
Newfoundland and Labrador,2021-02-07,416,1,4,0,0,0,0.962,0.0,412,1
Nova Scotia,2021-02-07,1585,1,65,0,0,0,4.101,0.0,1520,1
Manitoba,2021-02-07,30246,78,862,2,105,4,2.85,2.564,29279,72
Ontario,2021-02-07,280230,1105,6663,20,986,36,2.378,1.81,272581,1049
Prince Edward Island,2021-02-07,113,0,0,0,0,0,0.0,0.0,113,0
Yukon,2021-02-07,84,0,1,0,0,0,1.19,0.0,83,0
Saskatchewan,2021-02-07,25403,194,339,3,211,4,1.334,1.546,24853,187
British Columbia,2021-02-07,70863,346,1246,0,253,0,1.758,0.0,69364,346
Northwest Territories,2021-02-07,32,0,0,0,0,0,0.0,0.0,32,0
Saskatchewan,2021-02-08,25574,171,341,2,214,3,1.333,1.17,25019,166
Yukon,2021-02-08,84,0,1,0,0,0,1.19,0.0,83,0
New Brunswick,2021-02-08,1346,2,20,0,7,0,1.486,0.0,1319,2
Nova Scotia,2021-02-08,1586,1,65,0,0,0,4.098,0.0,1521,1
Nunavut,2021-02-08,299,0,1,0,0,0,0.334,0.0,298,0
Northwest Territories,2021-02-08,32,0,0,0,0,0,0.0,0.0,32,0
Manitoba,2021-02-08,30296,50,865,3,105,0,2.855,6.0,29326,47
Newfoundland and Labrador,2021-02-08,427,11,4,0,0,0,0.937,0.0,423,11
Prince Edward Island,2021-02-08,113,0,0,0,0,0,0.0,0.0,113,0
Quebec,2021-02-08,262776,821,9470,24,969,6,3.604,2.923,252337,791
Yukon,2021-02-09,84,0,1,0,0,0,1.19,0.0,83,0
Newfoundland and Labrador,2021-02-09,457,30,4,0,0,0,0.875,0.0,453,30
New Brunswick,2021-02-09,1361,15,21,1,7,0,1.543,6.667,1333,14
Nunavut,2021-02-09,299,0,1,0,0,0,0.334,0.0,298,0
Prince Edward Island,2021-02-09,114,1,0,0,0,0,0.0,0.0,114,1
Northwest Territories,2021-02-09,33,1,0,0,0,0,0.0,0.0,33,1
Nova Scotia,2021-02-09,1587,1,65,0,0,0,4.096,0.0,1522,1
British Columbia,2021-02-09,71730,474,1263,4,241,7,1.761,0.844,70226,463
Northwest Territories,2021-02-10,34,1,0,0,0,0,0.0,0.0,34,1
Nova Scotia,2021-02-10,1588,1,65,0,0,0,4.093,0.0,1523,1
Newfoundland and Labrador,2021-02-10,510,53,4,0,0,0,0.784,0.0,506,53
Nunavut,2021-02-10,300,1,1,0,0,0,0.333,0.0,299,1
Yukon,2021-02-10,84,0,1,0,0,0,1.19,0.0,83,0
Prince Edward Island,2021-02-10,114,0,0,0,0,0,0.0,0.0,114,0
Prince Edward Island,2021-02-11,114,0,0,0,0,0,0.0,0.0,114,0
Newfoundland and Labrador,2021-02-11,610,100,4,0,0,0,0.656,0.0,606,100
Yukon,2021-02-11,84,0,1,0,0,0,1.19,0.0,83,0
New Brunswick,2021-02-11,1376,2,22,1,6,0,1.599,50.0,1348,1
Northwest Territories,2021-02-11,38,4,0,0,0,0,0.0,0.0,38,4
Nunavut,2021-02-11,303,3,1,0,0,0,0.33,0.0,302,3
Nova Scotia,2021-02-11,1590,2,65,0,0,0,4.088,0.0,1525,2
British Columbia,2021-02-12,73060,450,1288,10,226,2,1.763,2.222,71546,438
Saskatchewan,2021-02-12,26145,188,350,2,182,0,1.339,1.064,25613,186
Northwest Territories,2021-02-12,38,0,0,0,0,0,0.0,0.0,38,0
New Brunswick,2021-02-12,1381,5,22,0,6,0,1.593,0.0,1353,5
Prince Edward Island,2021-02-12,114,0,0,0,0,0,0.0,0.0,114,0
Nova Scotia,2021-02-12,1590,0,65,0,0,0,4.088,0.0,1525,0
Newfoundland and Labrador,2021-02-12,660,50,4,0,0,0,0.606,0.0,656,50
Yukon,2021-02-12,85,1,1,0,0,0,1.176,0.0,84,1
Nunavut,2021-02-12,303,0,1,0,0,0,0.33,0.0,302,0
Nova Scotia,2021-02-13,1592,2,65,0,0,0,4.083,0.0,1527,2
British Columbia,2021-02-13,73508,448,1288,0,226,0,1.752,0.0,71994,448
Saskatchewan,2021-02-13,26389,244,354,4,187,5,1.341,1.639,25848,235
Ontario,2021-02-13,287025,997,6816,15,780,27,2.375,1.505,279429,955
Northwest Territories,2021-02-13,38,0,0,0,0,0,0.0,0.0,38,0
Nunavut,2021-02-13,308,5,1,0,0,0,0.325,0.0,307,5
Yukon,2021-02-13,86,1,1,0,0,0,1.163,0.0,85,1
New Brunswick,2021-02-13,1397,16,22,0,7,1,1.575,0.0,1368,15
Prince Edward Island,2021-02-13,114,0,0,0,0,0,0.0,0.0,114,0
Newfoundland and Labrador,2021-02-13,686,26,4,0,0,0,0.583,0.0,682,26
Yukon,2021-02-14,86,0,1,0,0,0,1.163,0.0,85,0
Prince Edward Island,2021-02-14,114,0,0,0,0,0,0.0,0.0,114,0
Newfoundland and Labrador,2021-02-14,697,11,4,0,0,0,0.574,0.0,693,11
Nova Scotia,2021-02-14,1593,1,65,0,0,0,4.08,0.0,1528,1
Northwest Territories,2021-02-14,38,0,0,0,0,0,0.0,0.0,38,0
British Columbia,2021-02-14,73868,360,1288,0,226,0,1.744,0.0,72354,360
Nunavut,2021-02-14,311,3,1,0,0,0,0.322,0.0,310,3
Ontario,2021-02-14,287958,933,6844,28,782,2,2.377,3.001,280332,903
Yukon,2021-02-15,86,0,1,0,0,0,1.163,0.0,85,0
Prince Edward Island,2021-02-15,114,0,0,0,0,0,0.0,0.0,114,0
Alberta,2021-02-15,129208,260,1791,9,356,5,1.386,3.462,127061,246
British Columbia,2021-02-15,74190,322,1288,0,226,0,1.736,0.0,72676,322
Northwest Territories,2021-02-15,38,0,0,0,0,0,0.0,0.0,38,0
Manitoba,2021-02-15,30844,78,886,1,84,0,2.873,1.282,29874,77
Nova Scotia,2021-02-15,1594,1,65,0,0,0,4.078,0.0,1529,1
Saskatchewan,2021-02-15,26693,143,354,0,183,0,1.326,0.0,26156,143
New Brunswick,2021-02-15,1400,1,23,1,6,0,1.643,100.0,1371,0
Newfoundland and Labrador,2021-02-15,704,7,4,0,1,1,0.568,0.0,699,6
Nunavut,2021-02-15,318,7,1,0,0,0,0.314,0.0,317,7
Prince Edward Island,2021-02-16,114,0,0,0,0,0,0.0,0.0,114,0
Yukon,2021-02-16,86,0,1,0,0,0,1.163,0.0,85,0
Saskatchewan,2021-02-16,26829,136,357,3,184,1,1.331,2.206,26288,132
Newfoundland and Labrador,2021-02-16,711,7,4,0,1,0,0.563,0.0,706,7
Manitoba,2021-02-16,30959,115,888,2,86,2,2.868,1.739,29985,111
Northwest Territories,2021-02-16,38,0,0,0,0,0,0.0,0.0,38,0
Ontario,2021-02-16,289819,1000,6881,19,763,37,2.374,1.9,282175,944
New Brunswick,2021-02-16,1403,3,24,1,6,0,1.711,33.333,1373,2
Alberta,2021-02-16,129494,286,1798,7,365,9,1.388,2.448,127331,270
Nova Scotia,2021-02-16,1597,3,65,0,0,0,4.07,0.0,1532,3
British Columbia,2021-02-16,74582,392,1314,26,231,5,1.762,6.633,73037,361
Nunavut,2021-02-16,323,5,1,0,0,0,0.31,0.0,322,5
Nunavut,2021-02-17,324,1,1,0,0,0,0.309,0.0,323,1
Yukon,2021-02-17,86,0,1,0,0,0,1.163,0.0,85,0
New Brunswick,2021-02-17,1406,3,24,0,6,0,1.707,0.0,1376,3
Prince Edward Island,2021-02-17,114,0,0,0,0,0,0.0,0.0,114,0
Newfoundland and Labrador,2021-02-17,755,44,4,0,1,0,0.53,0.0,750,44
Northwest Territories,2021-02-17,42,4,0,0,0,0,0.0,0.0,42,4
Alberta,2021-02-17,129914,420,1805,7,370,5,1.389,1.667,127739,408
Manitoba,2021-02-17,31037,78,889,1,89,3,2.864,1.282,30059,74
British Columbia,2021-02-17,75200,618,1317,3,232,1,1.751,0.485,73651,614
Nova Scotia,2021-02-17,1600,3,65,0,0,0,4.062,0.0,1535,3
Prince Edward Island,2021-02-18,115,1,0,0,0,0,0.0,0.0,115,1
Yukon,2021-02-18,86,0,1,0,0,0,1.163,0.0,85,0
Newfoundland and Labrador,2021-02-18,803,48,4,0,2,1,0.498,0.0,797,47
Nunavut,2021-02-18,330,6,1,0,0,0,0.303,0.0,329,6
Ontario,2021-02-18,292117,1198,6929,18,709,14,2.372,1.503,284479,1166
Northwest Territories,2021-02-18,42,0,0,0,0,0,0.0,0.0,42,0
Nova Scotia,2021-02-18,1602,2,65,0,0,0,4.057,0.0,1537,2
Prince Edward Island,2021-02-19,115,0,0,0,0,0,0.0,0.0,115,0
New Brunswick,2021-02-19,1416,6,24,0,6,1,1.695,0.0,1386,5
Northwest Territories,2021-02-19,42,0,0,0,0,0,0.0,0.0,42,0
Nova Scotia,2021-02-19,1604,2,65,0,0,0,4.052,0.0,1539,2
Nunavut,2021-02-19,332,2,1,0,0,0,0.301,0.0,331,2
Newfoundland and Labrador,2021-02-19,863,60,4,0,2,0,0.463,0.0,857,60
Yukon,2021-02-19,86,0,1,0,0,0,1.163,0.0,85,0
Nova Scotia,2021-02-20,1608,4,65,0,0,0,4.042,0.0,1543,4
Northwest Territories,2021-02-20,42,0,0,0,0,0,0.0,0.0,42,0
British Columbia,2021-02-20,76763,492,1327,0,217,0,1.729,0.0,75219,492
Ontario,2021-02-20,294487,1149,6962,16,709,2,2.364,1.393,286816,1131
Newfoundland and Labrador,2021-02-20,901,38,4,0,2,0,0.444,0.0,895,38
Prince Edward Island,2021-02-20,115,0,0,0,0,0,0.0,0.0,115,0
Yukon,2021-02-20,86,0,1,0,0,0,1.163,0.0,85,0
Nunavut,2021-02-20,338,6,1,0,0,0,0.296,0.0,337,6
Newfoundland and Labrador,2021-02-21,926,25,4,0,3,1,0.432,0.0,919,24
Nova Scotia,2021-02-21,1609,1,65,0,0,0,4.04,0.0,1544,1
British Columbia,2021-02-21,77217,454,1327,0,217,0,1.719,0.0,75673,454
Northwest Territories,2021-02-21,42,0,0,0,0,0,0.0,0.0,42,0
Nunavut,2021-02-21,339,1,1,0,0,0,0.295,0.0,338,1
Ontario,2021-02-21,295476,989,6976,14,724,15,2.361,1.416,287776,960
Saskatchewan,2021-02-21,27620,182,372,4,176,5,1.347,2.198,27072,173
Prince Edward Island,2021-02-21,115,0,0,0,0,0,0.0,0.0,115,0
Yukon,2021-02-21,86,0,1,0,0,0,1.163,0.0,85,0
Newfoundland and Labrador,2021-02-22,939,13,4,0,5,2,0.426,0.0,930,11
Alberta,2021-02-22,131501,277,1853,10,324,3,1.409,3.61,129324,264
Quebec,2021-02-22,274574,794,9701,11,689,3,3.533,1.385,264184,780
Northwest Territories,2021-02-22,42,0,0,0,0,0,0.0,0.0,42,0
Nova Scotia,2021-02-22,1610,1,65,0,0,0,4.037,0.0,1545,1
Saskatchewan,2021-02-22,27797,177,372,0,177,1,1.338,0.0,27248,176
Nunavut,2021-02-22,351,12,1,0,0,0,0.285,0.0,350,12
Manitoba,2021-02-22,31489,104,898,2,78,1,2.852,1.923,30513,101
Prince Edward Island,2021-02-22,115,0,0,0,0,0,0.0,0.0,115,0
Yukon,2021-02-22,86,0,1,0,0,0,1.163,0.0,85,0
New Brunswick,2021-02-22,1424,1,26,1,2,0,1.826,100.0,1396,0
British Columbia,2021-02-22,77715,498,1335,8,223,6,1.718,1.606,76157,484
Alberta,2021-02-23,131926,425,1866,13,326,2,1.414,3.059,129734,410
Yukon,2021-02-23,86,0,1,0,0,0,1.163,0.0,85,0
Nunavut,2021-02-23,351,0,1,0,0,0,0.285,0.0,350,0
Northwest Territories,2021-02-23,42,0,0,0,0,0,0.0,0.0,42,0
Nova Scotia,2021-02-23,1613,3,65,0,0,0,4.03,0.0,1548,3
British Columbia,2021-02-23,78235,520,1336,1,238,15,1.708,0.192,76661,504
Newfoundland and Labrador,2021-02-23,954,15,4,0,5,0,0.419,0.0,945,15
New Brunswick,2021-02-23,1424,0,26,0,2,0,1.826,0.0,1396,0
Prince Edward Island,2021-02-23,115,0,0,0,0,0,0.0,0.0,115,0
Ontario,2021-02-23,297507,1126,7008,18,698,15,2.356,1.599,289801,1093
Manitoba,2021-02-23,31550,61,899,1,85,7,2.849,1.639,30566,53
Northwest Territories,2021-02-24,42,0,0,0,0,0,0.0,0.0,42,0
Nova Scotia,2021-02-24,1616,3,65,0,0,0,4.022,0.0,1551,3
Prince Edward Island,2021-02-24,117,2,0,0,0,0,0.0,0.0,117,2
New Brunswick,2021-02-24,1426,2,26,0,2,0,1.823,0.0,1398,2
Yukon,2021-02-24,86,0,1,0,0,0,1.163,0.0,85,0
Nunavut,2021-02-24,351,0,1,0,0,0,0.285,0.0,350,0
Newfoundland and Labrador,2021-02-24,962,8,5,1,6,1,0.52,12.5,951,6
Yukon,2021-02-25,86,0,1,0,0,0,1.163,0.0,85,0
Nova Scotia,2021-02-25,1624,8,65,0,0,0,4.002,0.0,1559,8
Ontario,2021-02-25,299938,1242,7034,14,705,23,2.345,1.127,292199,1205
Northwest Territories,2021-02-25,42,0,0,0,0,0,0.0,0.0,42,0
New Brunswick,2021-02-25,1427,1,26,0,2,0,1.822,0.0,1399,1
Nunavut,2021-02-25,355,4,1,0,0,0,0.282,0.0,354,4
Prince Edward Island,2021-02-25,120,3,0,0,0,0,0.0,0.0,120,3
Newfoundland and Labrador,2021-02-25,972,10,5,0,10,4,0.514,0.0,957,6
Newfoundland and Labrador,2021-02-26,976,4,5,0,11,1,0.512,0.0,960,3
Prince Edward Island,2021-02-26,121,1,0,0,0,0,0.0,0.0,121,1
British Columbia,2021-02-26,79851,517,1355,7,232,4,1.697,1.354,78264,506
Yukon,2021-02-26,86,0,1,0,0,0,1.163,0.0,85,0
Nunavut,2021-02-26,356,1,1,0,0,0,0.281,0.0,355,1
Northwest Territories,2021-02-26,42,0,0,0,0,0,0.0,0.0,42,0
Nova Scotia,2021-02-26,1634,10,65,0,0,0,3.978,0.0,1569,10
Nova Scotia,2021-02-27,1638,4,65,0,0,0,3.968,0.0,1573,4
Northwest Territories,2021-02-27,42,0,0,0,0,0,0.0,0.0,42,0
Ontario,2021-02-27,302168,1117,7056,7,682,19,2.335,0.627,294430,1091
British Columbia,2021-02-27,80344,493,1355,0,232,0,1.686,0.0,78757,493
New Brunswick,2021-02-27,1430,2,26,0,1,0,1.818,0.0,1403,2
Yukon,2021-02-27,86,0,1,0,0,0,1.163,0.0,85,0
Manitoba,2021-02-27,31803,79,907,2,69,2,2.852,2.532,30827,75
Nunavut,2021-02-27,356,0,1,0,0,0,0.281,0.0,355,0
Prince Edward Island,2021-02-27,127,6,0,0,0,0,0.0,0.0,127,6
Nova Scotia,2021-02-28,1641,3,65,0,0,0,3.961,0.0,1576,3
British Columbia,2021-02-28,80794,450,1355,0,232,0,1.677,0.0,79207,450
Yukon,2021-02-28,86,0,1,0,0,0,1.163,0.0,85,0
Newfoundland and Labrador,2021-02-28,987,7,6,0,10,0,0.608,0.0,971,7
Quebec,2021-02-28,279150,666,9761,9,601,2,3.497,1.351,268788,655
Nunavut,2021-02-28,357,1,1,0,0,0,0.28,0.0,356,1
Northwest Territories,2021-02-28,42,0,0,0,0,0,0.0,0.0,42,0
Manitoba,2021-02-28,31855,52,910,3,72,3,2.857,5.769,30873,46
Saskatchewan,2021-02-28,28647,141,385,0,154,3,1.344,0.0,28108,138
New Brunswick,2021-02-28,1430,0,27,1,1,0,1.888,0.0,1402,-1
Prince Edward Island,2021-02-28,132,5,0,0,0,0,0.0,0.0,132,5
New Brunswick,2021-03-01,1431,1,27,0,2,1,1.887,0.0,1402,0
Prince Edward Island,2021-03-01,132,0,0,0,0,0,0.0,0.0,132,0
British Columbia,2021-03-01,81251,457,1363,8,236,4,1.678,1.751,79652,445
Nova Scotia,2021-03-01,1642,1,65,0,0,0,3.959,0.0,1577,1
Nunavut,2021-03-01,358,1,1,0,0,0,0.279,0.0,357,1
Northwest Territories,2021-03-01,42,0,0,0,0,0,0.0,0.0,42,0
Yukon,2021-03-01,86,0,1,0,0,0,1.163,0.0,85,0
Newfoundland and Labrador,2021-03-01,989,2,6,0,11,1,0.607,0.0,972,1
Quebec,2021-03-01,279722,572,9767,6,612,11,3.492,1.049,269343,555
Alberta,2021-03-01,133948,262,1890,2,257,7,1.411,0.763,131801,253
British Columbia,2021-03-02,81808,557,1365,2,243,7,1.669,0.359,80200,548
Manitoba,2021-03-02,31945,52,913,1,69,1,2.858,1.923,30963,50
Yukon,2021-03-02,86,0,1,0,0,0,1.163,0.0,85,0
Nunavut,2021-03-02,359,1,1,0,0,0,0.279,0.0,358,1
Prince Edward Island,2021-03-02,136,4,0,0,0,0,0.0,0.0,136,4
Nova Scotia,2021-03-02,1643,1,65,0,2,2,3.956,0.0,1576,-1
Northwest Territories,2021-03-02,42,0,0,0,0,0,0.0,0.0,42,0
New Brunswick,2021-03-02,1435,4,28,1,3,1,1.951,25.0,1404,2
Quebec,2021-03-02,280248,526,9776,9,628,16,3.488,1.711,269844,501
Alberta,2021-03-02,134348,400,1902,12,261,4,1.416,3.0,132185,384
Saskatchewan,2021-03-02,28938,137,387,2,154,3,1.337,1.46,28397,132
New Brunswick,2021-03-03,1438,3,28,0,3,0,1.947,0.0,1407,3
Prince Edward Island,2021-03-03,137,1,0,0,0,0,0.0,0.0,137,1
Manitoba,2021-03-03,31997,52,914,1,70,1,2.857,1.923,31013,50
Yukon,2021-03-03,86,0,1,0,0,0,1.163,0.0,85,0
Nunavut,2021-03-03,359,0,1,0,0,0,0.279,0.0,358,0
Nova Scotia,2021-03-03,1646,3,65,0,2,0,3.949,0.0,1579,3
Northwest Territories,2021-03-03,42,0,0,0,0,0,0.0,0.0,42,0
Newfoundland and Labrador,2021-03-03,997,3,6,0,9,0,0.602,0.0,982,3
British Columbia,2021-03-03,82372,564,1372,7,246,3,1.666,1.241,80754,554
New Brunswick,2021-03-04,1443,5,28,0,3,0,1.94,0.0,1412,5
Quebec,2021-03-04,281808,736,9798,12,626,8,3.477,1.63,271384,716
Nunavut,2021-03-04,369,10,1,0,0,0,0.271,0.0,368,10
Northwest Territories,2021-03-04,42,0,0,0,0,0,0.0,0.0,42,0
Nova Scotia,2021-03-04,1649,3,65,0,3,1,3.942,0.0,1581,2
Prince Edward Island,2021-03-04,138,1,0,0,0,0,0.0,0.0,138,1
British Columbia,2021-03-04,82998,626,1376,4,248,2,1.658,0.639,81374,620
Yukon,2021-03-04,86,0,1,0,0,0,1.163,0.0,85,0
Yukon,2021-03-05,86,0,1,0,0,0,1.163,0.0,85,0
Prince Edward Island,2021-03-05,139,1,0,0,0,0,0.0,0.0,139,1
Ontario,2021-03-05,308824,1255,7130,12,625,0,2.309,0.956,301069,1243
Nunavut,2021-03-05,373,4,1,0,0,0,0.268,0.0,372,4
British Columbia,2021-03-05,83546,548,1380,4,255,7,1.652,0.73,81911,537
Northwest Territories,2021-03-05,42,0,0,0,0,0,0.0,0.0,42,0
New Brunswick,2021-03-05,1447,4,28,0,3,0,1.935,0.0,1416,4
Alberta,2021-03-06,135730,306,1914,0,247,4,1.41,0.0,133569,302
Prince Edward Island,2021-03-06,139,0,0,0,0,0,0.0,0.0,139,0
Ontario,2021-03-06,310105,1281,7142,12,662,37,2.303,0.937,302301,1232
New Brunswick,2021-03-06,1453,6,28,0,3,0,1.927,0.0,1422,6
Northwest Territories,2021-03-06,42,0,0,0,0,0,0.0,0.0,42,0
British Columbia,2021-03-06,84102,556,1380,0,255,0,1.641,0.0,82467,556
Yukon,2021-03-06,86,0,1,0,0,0,1.163,0.0,85,0
Nunavut,2021-03-06,377,4,1,0,0,0,0.265,0.0,376,4
Saskatchewan,2021-03-06,29593,161,396,3,142,4,1.338,1.863,29055,154
British Columbia,2021-03-07,84501,399,1380,0,255,0,1.633,0.0,82866,399
Alberta,2021-03-07,135980,250,1920,6,247,0,1.412,2.4,133813,244
Northwest Territories,2021-03-07,42,0,0,0,0,0,0.0,0.0,42,0
Newfoundland and Labrador,2021-03-07,1006,1,6,0,3,0,0.596,0.0,997,1
Nunavut,2021-03-07,381,4,1,0,0,0,0.262,0.0,380,4
Yukon,2021-03-07,86,0,1,0,0,0,1.163,0.0,85,0
Manitoba,2021-03-07,32225,59,919,2,48,2,2.852,3.39,31258,55
Ontario,2021-03-07,311360,1255,7154,12,701,39,2.298,0.956,303505,1204
Prince Edward Island,2021-03-07,141,2,0,0,0,0,0.0,0.0,141,2
New Brunswick,2021-03-07,1454,1,28,0,3,0,1.926,0.0,1423,1
Nova Scotia,2021-03-07,1659,2,65,0,1,0,3.918,0.0,1593,2
Manitoba,2021-03-08,32290,65,921,2,54,6,2.852,3.077,31315,57
Alberta,2021-03-08,136230,250,1926,6,254,7,1.414,2.4,134050,237
Saskatchewan,2021-03-08,29807,98,399,1,140,4,1.339,1.02,29268,93
New Brunswick,2021-03-08,1460,6,28,0,3,0,1.918,0.0,1429,6
Nova Scotia,2021-03-08,1659,0,65,0,1,0,3.918,0.0,1593,0
Northwest Territories,2021-03-08,42,0,0,0,0,0,0.0,0.0,42,0
Nunavut,2021-03-08,381,0,1,0,0,0,0.262,0.0,380,0
Yukon,2021-03-08,86,0,1,0,0,0,1.163,0.0,85,0
Newfoundland and Labrador,2021-03-08,1009,3,6,0,3,0,0.595,0.0,1000,3
Prince Edward Island,2021-03-08,143,2,0,0,0,0,0.0,0.0,143,2
Northwest Territories,2021-03-09,42,0,0,0,0,0,0.0,0.0,42,0
Nunavut,2021-03-09,381,0,1,0,0,0,0.262,0.0,380,0
New Brunswick,2021-03-09,1460,0,29,1,3,0,1.986,0.0,1428,-1
Yukon,2021-03-09,86,0,1,0,0,0,1.163,0.0,85,0
Alberta,2021-03-09,136613,383,1928,2,263,9,1.411,0.522,134422,372
British Columbia,2021-03-09,85526,528,1393,2,249,9,1.629,0.379,83884,517
Manitoba,2021-03-09,32357,67,924,3,55,1,2.856,4.478,31378,63
Ontario,2021-03-09,313780,1237,7181,12,688,2,2.289,0.97,305911,1223
Prince Edward Island,2021-03-09,143,0,0,0,0,0,0.0,0.0,143,0
Newfoundland and Labrador,2021-03-09,1010,1,6,0,3,0,0.594,0.0,1001,1
Quebec,2021-03-10,286002,741,9852,8,581,5,3.445,1.08,275569,728
New Brunswick,2021-03-10,1460,0,29,0,3,0,1.986,0.0,1428,0
Prince Edward Island,2021-03-10,143,0,0,0,0,0,0.0,0.0,143,0
Manitoba,2021-03-10,32432,75,925,1,56,1,2.852,1.333,31451,73
Newfoundland and Labrador,2021-03-10,1010,0,6,0,3,0,0.594,0.0,1001,0
Saskatchewan,2021-03-10,30029,111,401,1,139,0,1.335,0.901,29489,110
Yukon,2021-03-10,86,0,1,0,0,0,1.163,0.0,85,0
