Province,Date,Sex,Age,Cummulative number of people (Vaccinedose1)
New Brunswick,12/26/2020,f,Not reported,na
New Brunswick,12/26/2020,f,Unknown,na
New Brunswick,12/26/2020,m,0–15,na
New Brunswick,12/26/2020,m,16–69,na
New Brunswick,12/26/2020,m,70–74,na
New Brunswick,12/26/2020,m,75–79,na
New Brunswick,12/26/2020,m,80+,na
New Brunswick,12/26/2020,m,All ages,na
New Brunswick,12/26/2020,m,Not reported,na
New Brunswick,12/26/2020,m,Unknown,na
New Brunswick,12/26/2020,Unknown,0–15,na
New Brunswick,12/26/2020,Unknown,16–69,na
New Brunswick,12/26/2020,Unknown,70–74,na
New Brunswick,12/26/2020,Unknown,75–79,na
New Brunswick,12/26/2020,Unknown,80+,na
New Brunswick,12/26/2020,Unknown,All ages,na
New Brunswick,12/26/2020,Unknown,Not reported,na
New Brunswick,12/26/2020,Unknown,Unknown,na
New Brunswick,12/26/2020,Not reported,0–15,na
New Brunswick,12/26/2020,Not reported,16–69,na
New Brunswick,12/26/2020,Not reported,70–74,na
New Brunswick,12/26/2020,Not reported,75–79,na
New Brunswick,12/26/2020,Not reported,80+,na
New Brunswick,12/26/2020,Not reported,All ages,2606
New Brunswick,12/26/2020,Not reported,Not reported,2606
New Brunswick,12/26/2020,Not reported,Unknown,na
Quebec,12/26/2020,All sexes,0–15,5
Quebec,12/26/2020,All sexes,16–69,14781
Quebec,12/26/2020,All sexes,70–74,336
Quebec,12/26/2020,All sexes,75–79,363
Quebec,12/26/2020,All sexes,80+,1731
Quebec,12/26/2020,All sexes,All ages,17221
Quebec,12/26/2020,All sexes,Not reported,0
Quebec,12/26/2020,All sexes,Unknown,5
Quebec,12/26/2020,f,0–15,5
Quebec,12/26/2020,f,16–69,11181
Quebec,12/26/2020,f,70–74,174
Quebec,12/26/2020,f,75–79,219
Quebec,12/26/2020,f,80+,1172
Quebec,12/26/2020,f,All ages,12751
Quebec,12/26/2020,f,Not reported,0
Quebec,12/26/2020,f,Unknown,0
Quebec,12/26/2020,m,0–15,0
Quebec,12/26/2020,m,16–69,3589
Quebec,12/26/2020,m,70–74,162
Quebec,12/26/2020,m,75–79,144
Quebec,12/26/2020,m,80+,559
Quebec,12/26/2020,m,All ages,4454
Quebec,12/26/2020,m,Not reported,0
Quebec,12/26/2020,m,Unknown,0
Quebec,12/26/2020,Unknown,0–15,0
Quebec,12/26/2020,Unknown,16–69,11
Quebec,12/26/2020,Unknown,70–74,0
Quebec,12/26/2020,Unknown,75–79,0
Quebec,12/26/2020,Unknown,80+,0
Quebec,12/26/2020,Unknown,All ages,16
Quebec,12/26/2020,Unknown,Not reported,0
Quebec,12/26/2020,Unknown,Unknown,5
Quebec,12/26/2020,Not reported,0–15,0
Quebec,12/26/2020,Not reported,16–69,0
Quebec,12/26/2020,Not reported,70–74,0
Quebec,12/26/2020,Not reported,75–79,0
Quebec,12/26/2020,Not reported,80+,0
Quebec,12/26/2020,Not reported,All ages,0
Quebec,12/26/2020,Not reported,Not reported,0
Quebec,12/26/2020,Not reported,Unknown,0
Manitoba,12/26/2020,All sexes,0–15,0
Manitoba,12/26/2020,All sexes,16–69,2058
Manitoba,12/26/2020,All sexes,70–74,92
Manitoba,12/26/2020,All sexes,75–79,25
Manitoba,12/26/2020,All sexes,80+,2
Manitoba,12/26/2020,All sexes,All ages,2177
Manitoba,12/26/2020,All sexes,Not reported,0
Manitoba,12/26/2020,All sexes,Unknown,0
Manitoba,12/26/2020,f,0–15,0
Manitoba,12/26/2020,f,16–69,1437
Manitoba,12/26/2020,f,70–74,49
Manitoba,12/26/2020,f,75–79,9
Manitoba,12/26/2020,f,80+,1
Manitoba,12/26/2020,f,All ages,1496
Manitoba,12/26/2020,f,Not reported,0
Manitoba,12/26/2020,f,Unknown,0
Manitoba,12/26/2020,m,0–15,0
Manitoba,12/26/2020,m,16–69,621
Manitoba,12/26/2020,m,70–74,43
Manitoba,12/26/2020,m,75–79,16
Manitoba,12/26/2020,m,80+,1
Manitoba,12/26/2020,m,All ages,681
Manitoba,12/26/2020,m,Not reported,0
Manitoba,12/26/2020,m,Unknown,0
Manitoba,12/26/2020,Unknown,0–15,0
Manitoba,12/26/2020,Unknown,16–69,0
Manitoba,12/26/2020,Unknown,70–74,0
Manitoba,12/26/2020,Unknown,75–79,0
Manitoba,12/26/2020,Unknown,80+,0
Manitoba,12/26/2020,Unknown,All ages,0
Manitoba,12/26/2020,Unknown,Not reported,0
Manitoba,12/26/2020,Unknown,Unknown,0
Manitoba,12/26/2020,Not reported,0–15,0
Manitoba,12/26/2020,Not reported,16–69,0
Manitoba,12/26/2020,Not reported,70–74,0
Manitoba,12/26/2020,Not reported,75–79,0
Manitoba,12/26/2020,Not reported,80+,0
Manitoba,12/26/2020,Not reported,All ages,0
Manitoba,12/26/2020,Not reported,Not reported,0
Manitoba,12/26/2020,Not reported,Unknown,0
Saskatchewan,12/26/2020,All sexes,0–15,0
Saskatchewan,12/26/2020,All sexes,16–69,1769
Saskatchewan,12/26/2020,All sexes,70–74,6
Saskatchewan,12/26/2020,All sexes,75–79,7
Saskatchewan,12/26/2020,All sexes,80+,0
Saskatchewan,12/26/2020,All sexes,All ages,1782
Saskatchewan,12/26/2020,All sexes,Not reported,0
Saskatchewan,12/26/2020,All sexes,Unknown,0
Saskatchewan,12/26/2020,f,0–15,0
Saskatchewan,12/26/2020,f,16–69,1320
Saskatchewan,12/26/2020,f,70–74,0
Saskatchewan,12/26/2020,f,75–79,0
Saskatchewan,12/26/2020,f,80+,0
Saskatchewan,12/26/2020,f,All ages,1320
Saskatchewan,12/26/2020,f,Not reported,0
Saskatchewan,12/26/2020,f,Unknown,0
Saskatchewan,12/26/2020,m,0–15,0
Saskatchewan,12/26/2020,m,16–69,449
Saskatchewan,12/26/2020,m,70–74,0
Saskatchewan,12/26/2020,m,75–79,0
Saskatchewan,12/26/2020,m,80+,0
Saskatchewan,12/26/2020,m,All ages,449
Saskatchewan,12/26/2020,m,Not reported,0
Saskatchewan,12/26/2020,m,Unknown,0
Saskatchewan,12/26/2020,Unknown,0–15,0
Saskatchewan,12/26/2020,Unknown,16–69,0
Saskatchewan,12/26/2020,Unknown,70–74,6
Saskatchewan,12/26/2020,Unknown,75–79,7
Saskatchewan,12/26/2020,Unknown,80+,0
Saskatchewan,12/26/2020,Unknown,All ages,13
Saskatchewan,12/26/2020,Unknown,Not reported,0
Saskatchewan,12/26/2020,Unknown,Unknown,0
Saskatchewan,12/26/2020,Not reported,0–15,0
Saskatchewan,12/26/2020,Not reported,16–69,0
Saskatchewan,12/26/2020,Not reported,70–74,0
Saskatchewan,12/26/2020,Not reported,75–79,0
Saskatchewan,12/26/2020,Not reported,80+,0
Saskatchewan,12/26/2020,Not reported,All ages,0
Saskatchewan,12/26/2020,Not reported,Not reported,0
Saskatchewan,12/26/2020,Not reported,Unknown,0
Alberta,12/26/2020,All sexes,0–15,0
Alberta,12/26/2020,All sexes,16–69,4765
Alberta,12/26/2020,All sexes,70–74,22
Alberta,12/26/2020,All sexes,75–79,4
Alberta,12/26/2020,All sexes,80+,1
Alberta,12/26/2020,All sexes,All ages,4792
Alberta,12/26/2020,All sexes,Not reported,0
Alberta,12/26/2020,All sexes,Unknown,0
Alberta,12/26/2020,f,0–15,0
Alberta,12/26/2020,f,16–69,3664
Alberta,12/26/2020,f,70–74,18
Alberta,12/26/2020,f,75–79,0
Alberta,12/26/2020,f,80+,1
Alberta,12/26/2020,f,All ages,3683
Alberta,12/26/2020,f,Not reported,0
Alberta,12/26/2020,f,Unknown,0
Alberta,12/26/2020,m,0–15,0
Alberta,12/26/2020,m,16–69,1101
Alberta,12/26/2020,m,70–74,4
Alberta,12/26/2020,m,75–79,4
Alberta,12/26/2020,m,80+,0
Alberta,12/26/2020,m,All ages,1109
Alberta,12/26/2020,m,Not reported,0
Alberta,12/26/2020,m,Unknown,0
Alberta,12/26/2020,Unknown,0–15,0
Alberta,12/26/2020,Unknown,16–69,0
Alberta,12/26/2020,Unknown,70–74,0
Alberta,12/26/2020,Unknown,75–79,0
Alberta,12/26/2020,Unknown,80+,0
Alberta,12/26/2020,Unknown,All ages,0
Alberta,12/26/2020,Unknown,Not reported,0
Alberta,12/26/2020,Unknown,Unknown,0
Alberta,12/26/2020,Not reported,0–15,0
Alberta,12/26/2020,Not reported,16–69,0
Alberta,12/26/2020,Not reported,70–74,0
Alberta,12/26/2020,Not reported,75–79,0
Alberta,12/26/2020,Not reported,80+,0
Alberta,12/26/2020,Not reported,All ages,0
Alberta,12/26/2020,Not reported,Not reported,0
Alberta,12/26/2020,Not reported,Unknown,0
British Columbia,12/26/2020,All sexes,0–15,5
British Columbia,12/26/2020,All sexes,16–69,11691
British Columbia,12/26/2020,All sexes,70–74,174
British Columbia,12/26/2020,All sexes,75–79,88
British Columbia,12/26/2020,All sexes,80+,489
British Columbia,12/26/2020,All sexes,All ages,12447
British Columbia,12/26/2020,All sexes,Not reported,0
British Columbia,12/26/2020,All sexes,Unknown,0
British Columbia,12/26/2020,f,0–15,2
British Columbia,12/26/2020,f,16–69,9145
British Columbia,12/26/2020,f,70–74,107
British Columbia,12/26/2020,f,75–79,50
British Columbia,12/26/2020,f,80+,343
British Columbia,12/26/2020,f,All ages,9647
British Columbia,12/26/2020,f,Not reported,0
British Columbia,12/26/2020,f,Unknown,0
British Columbia,12/26/2020,m,0–15,3
British Columbia,12/26/2020,m,16–69,2544
British Columbia,12/26/2020,m,70–74,67
British Columbia,12/26/2020,m,75–79,38
British Columbia,12/26/2020,m,80+,146
British Columbia,12/26/2020,m,All ages,2798
British Columbia,12/26/2020,m,Not reported,0
British Columbia,12/26/2020,m,Unknown,0
British Columbia,12/26/2020,Unknown,0–15,0
British Columbia,12/26/2020,Unknown,16–69,2
British Columbia,12/26/2020,Unknown,70–74,0
British Columbia,12/26/2020,Unknown,75–79,0
British Columbia,12/26/2020,Unknown,80+,0
British Columbia,12/26/2020,Unknown,All ages,2
British Columbia,12/26/2020,Unknown,Not reported,0
British Columbia,12/26/2020,Unknown,Unknown,0
British Columbia,12/26/2020,Not reported,0–15,0
British Columbia,12/26/2020,Not reported,16–69,0
British Columbia,12/26/2020,Not reported,70–74,0
British Columbia,12/26/2020,Not reported,75–79,0
British Columbia,12/26/2020,Not reported,80+,0
British Columbia,12/26/2020,Not reported,All ages,0
British Columbia,12/26/2020,Not reported,Not reported,0
British Columbia,12/26/2020,Not reported,Unknown,0
Yukon,12/26/2020,All sexes,0–15,0
Yukon,12/26/2020,All sexes,16–69,0
Yukon,12/26/2020,All sexes,70–74,0
Yukon,12/26/2020,All sexes,75–79,0
Yukon,12/26/2020,All sexes,80+,0
Yukon,12/26/2020,All sexes,All ages,0
Yukon,12/26/2020,All sexes,Not reported,0
Yukon,12/26/2020,All sexes,Unknown,0
Yukon,12/26/2020,f,0–15,0
Yukon,12/26/2020,f,16–69,0
Yukon,12/26/2020,f,70–74,0
Yukon,12/26/2020,f,75–79,0
Yukon,12/26/2020,f,80+,0
Yukon,12/26/2020,f,All ages,0
Yukon,12/26/2020,f,Not reported,0
Yukon,12/26/2020,f,Unknown,0
Yukon,12/26/2020,m,0–15,0
Yukon,12/26/2020,m,16–69,0
Yukon,12/26/2020,m,70–74,0
Yukon,12/26/2020,m,75–79,0
Yukon,12/26/2020,m,80+,0
Yukon,12/26/2020,m,All ages,0
Yukon,12/26/2020,m,Not reported,0
Yukon,12/26/2020,m,Unknown,0
Yukon,12/26/2020,Unknown,0–15,0
Yukon,12/26/2020,Unknown,16–69,0
Yukon,12/26/2020,Unknown,70–74,0
Yukon,12/26/2020,Unknown,75–79,0
Yukon,12/26/2020,Unknown,80+,0
Yukon,12/26/2020,Unknown,All ages,0
Yukon,12/26/2020,Unknown,Not reported,0
Yukon,12/26/2020,Unknown,Unknown,0
Yukon,12/26/2020,Not reported,0–15,0
Yukon,12/26/2020,Not reported,16–69,0
Yukon,12/26/2020,Not reported,70–74,0
Yukon,12/26/2020,Not reported,75–79,0
Yukon,12/26/2020,Not reported,80+,0
Yukon,12/26/2020,Not reported,All ages,0
Yukon,12/26/2020,Not reported,Not reported,0
Yukon,12/26/2020,Not reported,Unknown,0
Northwest Territories,12/26/2020,All sexes,0–15,0
Northwest Territories,12/26/2020,All sexes,16–69,0
Northwest Territories,12/26/2020,All sexes,70–74,0
Northwest Territories,12/26/2020,All sexes,75–79,0
Northwest Territories,12/26/2020,All sexes,80+,0
Northwest Territories,12/26/2020,All sexes,All ages,0
Northwest Territories,12/26/2020,All sexes,Not reported,0
Northwest Territories,12/26/2020,All sexes,Unknown,0
Northwest Territories,12/26/2020,f,0–15,0
Northwest Territories,12/26/2020,f,16–69,0
Northwest Territories,12/26/2020,f,70–74,0
Northwest Territories,12/26/2020,f,75–79,0
Northwest Territories,12/26/2020,f,80+,0
Northwest Territories,12/26/2020,f,All ages,0
Northwest Territories,12/26/2020,f,Not reported,0
Northwest Territories,12/26/2020,f,Unknown,0
Northwest Territories,12/26/2020,m,0–15,0
Northwest Territories,12/26/2020,m,16–69,0
Northwest Territories,12/26/2020,m,70–74,0
Northwest Territories,12/26/2020,m,75–79,0
Northwest Territories,12/26/2020,m,80+,0
Northwest Territories,12/26/2020,m,All ages,0
Northwest Territories,12/26/2020,m,Not reported,0
Northwest Territories,12/26/2020,m,Unknown,0
Northwest Territories,12/26/2020,Unknown,0–15,0
Northwest Territories,12/26/2020,Unknown,16–69,0
Northwest Territories,12/26/2020,Unknown,70–74,0
Northwest Territories,12/26/2020,Unknown,75–79,0
Northwest Territories,12/26/2020,Unknown,80+,0
Northwest Territories,12/26/2020,Unknown,All ages,0
Northwest Territories,12/26/2020,Unknown,Not reported,0
Northwest Territories,12/26/2020,Unknown,Unknown,0
Northwest Territories,12/26/2020,Not reported,0–15,0
Northwest Territories,12/26/2020,Not reported,16–69,0
Northwest Territories,12/26/2020,Not reported,70–74,0
Northwest Territories,12/26/2020,Not reported,75–79,0
Northwest Territories,12/26/2020,Not reported,80+,0
Northwest Territories,12/26/2020,Not reported,All ages,0
Northwest Territories,12/26/2020,Not reported,Not reported,0
Northwest Territories,12/26/2020,Not reported,Unknown,0
Nunavut,12/26/2020,All sexes,0–15,0
Nunavut,12/26/2020,All sexes,16–69,0
Nunavut,12/26/2020,All sexes,70–74,0
Nunavut,12/26/2020,All sexes,75–79,0
Nunavut,12/26/2020,All sexes,80+,0
Nunavut,12/26/2020,All sexes,All ages,0
Nunavut,12/26/2020,All sexes,Not reported,0
Nunavut,12/26/2020,All sexes,Unknown,0
Nunavut,12/26/2020,f,0–15,0
Nunavut,12/26/2020,f,16–69,0
Nunavut,12/26/2020,f,70–74,0
Nunavut,12/26/2020,f,75–79,0
Nunavut,12/26/2020,f,80+,0
Nunavut,12/26/2020,f,All ages,0
Nunavut,12/26/2020,f,Not reported,0
Nunavut,12/26/2020,f,Unknown,0
Nunavut,12/26/2020,m,0–15,0
Nunavut,12/26/2020,m,16–69,0
Nunavut,12/26/2020,m,70–74,0
Nunavut,12/26/2020,m,75–79,0
Nunavut,12/26/2020,m,80+,0
Nunavut,12/26/2020,m,All ages,0
Nunavut,12/26/2020,m,Not reported,0
Nunavut,12/26/2020,m,Unknown,0
Nunavut,12/26/2020,Unknown,0–15,0
Nunavut,12/26/2020,Unknown,16–69,0
Nunavut,12/26/2020,Unknown,70–74,0
Nunavut,12/26/2020,Unknown,75–79,0
Nunavut,12/26/2020,Unknown,80+,0
Nunavut,12/26/2020,Unknown,All ages,0
Nunavut,12/26/2020,Unknown,Not reported,0
Nunavut,12/26/2020,Unknown,Unknown,0
Nunavut,12/26/2020,Not reported,0–15,0
Nunavut,12/26/2020,Not reported,16–69,0
Nunavut,12/26/2020,Not reported,70–74,0
Nunavut,12/26/2020,Not reported,75–79,0
Nunavut,12/26/2020,Not reported,80+,0
Nunavut,12/26/2020,Not reported,All ages,0
Nunavut,12/26/2020,Not reported,Not reported,0
Nunavut,12/26/2020,Not reported,Unknown,0
Canada,1/2/2021,All sexes,0–15,20
Canada,1/2/2021,All sexes,16–69,70873
Canada,1/2/2021,All sexes,70–74,1380
Canada,1/2/2021,All sexes,75–79,1189
Canada,1/2/2021,All sexes,80+,6161
Canada,1/2/2021,All sexes,All ages,82530
Canada,1/2/2021,All sexes,Not reported,2886
Canada,1/2/2021,All sexes,Unknown,21
Canada,1/2/2021,f,0–15,6
Canada,1/2/2021,f,16–69,54133
Canada,1/2/2021,f,70–74,750
Canada,1/2/2021,f,75–79,689
Canada,1/2/2021,f,80+,4231
Canada,1/2/2021,f,All ages,59817
Canada,1/2/2021,f,Not reported,0
Canada,1/2/2021,f,Unknown,8
Canada,1/2/2021,m,0–15,9
Canada,1/2/2021,m,16–69,16707
Canada,1/2/2021,m,70–74,622
Canada,1/2/2021,m,75–79,500
Canada,1/2/2021,m,80+,1930
Canada,1/2/2021,m,All ages,19776
Canada,1/2/2021,m,Not reported,0
Canada,1/2/2021,m,Unknown,8
Canada,1/2/2021,Unknown,0–15,5
Canada,1/2/2021,Unknown,16–69,33
Canada,1/2/2021,Unknown,70–74,8
Canada,1/2/2021,Unknown,75–79,0
Canada,1/2/2021,Unknown,80+,0
Canada,1/2/2021,Unknown,All ages,51
Canada,1/2/2021,Unknown,Not reported,0
Canada,1/2/2021,Unknown,Unknown,5
Canada,1/2/2021,Not reported,0–15,0
Canada,1/2/2021,Not reported,16–69,0
Canada,1/2/2021,Not reported,70–74,0
Canada,1/2/2021,Not reported,75–79,0
Canada,1/2/2021,Not reported,80+,0
Canada,1/2/2021,Not reported,All ages,2886
Canada,1/2/2021,Not reported,Not reported,2886
Canada,1/2/2021,Not reported,Unknown,0
Newfoundland and Labrador,1/2/2021,All sexes,0–15,0
Newfoundland and Labrador,1/2/2021,All sexes,16–69,1770
Newfoundland and Labrador,1/2/2021,All sexes,70–74,10
Newfoundland and Labrador,1/2/2021,All sexes,75–79,4
Newfoundland and Labrador,1/2/2021,All sexes,80+,1
Newfoundland and Labrador,1/2/2021,All sexes,All ages,1785
Newfoundland and Labrador,1/2/2021,All sexes,Not reported,0
Newfoundland and Labrador,1/2/2021,All sexes,Unknown,0
Newfoundland and Labrador,1/2/2021,f,0–15,0
Newfoundland and Labrador,1/2/2021,f,16–69,1335
Newfoundland and Labrador,1/2/2021,f,70–74,2
Newfoundland and Labrador,1/2/2021,f,75–79,0
Newfoundland and Labrador,1/2/2021,f,80+,0
Newfoundland and Labrador,1/2/2021,f,All ages,1337
Newfoundland and Labrador,1/2/2021,f,Not reported,0
Newfoundland and Labrador,1/2/2021,f,Unknown,0
Newfoundland and Labrador,1/2/2021,m,0–15,0
Newfoundland and Labrador,1/2/2021,m,16–69,429
Newfoundland and Labrador,1/2/2021,m,70–74,8
Newfoundland and Labrador,1/2/2021,m,75–79,4
Newfoundland and Labrador,1/2/2021,m,80+,1
Newfoundland and Labrador,1/2/2021,m,All ages,442
Newfoundland and Labrador,1/2/2021,m,Not reported,0
Newfoundland and Labrador,1/2/2021,m,Unknown,0
Newfoundland and Labrador,1/2/2021,Unknown,0–15,0
Newfoundland and Labrador,1/2/2021,Unknown,16–69,6
Newfoundland and Labrador,1/2/2021,Unknown,70–74,0
Newfoundland and Labrador,1/2/2021,Unknown,75–79,0
Newfoundland and Labrador,1/2/2021,Unknown,80+,0
Newfoundland and Labrador,1/2/2021,Unknown,All ages,6
Newfoundland and Labrador,1/2/2021,Unknown,Not reported,0
Newfoundland and Labrador,1/2/2021,Unknown,Unknown,0
Newfoundland and Labrador,1/2/2021,Not reported,0–15,0
Newfoundland and Labrador,1/2/2021,Not reported,16–69,0
Newfoundland and Labrador,1/2/2021,Not reported,70–74,0
Newfoundland and Labrador,1/2/2021,Not reported,75–79,0
Newfoundland and Labrador,1/2/2021,Not reported,80+,0
Newfoundland and Labrador,1/2/2021,Not reported,All ages,0
Newfoundland and Labrador,1/2/2021,Not reported,Not reported,0
Newfoundland and Labrador,1/2/2021,Not reported,Unknown,0
Prince Edward Island,1/2/2021,All sexes,0–15,0
Prince Edward Island,1/2/2021,All sexes,16–69,1653
Prince Edward Island,1/2/2021,All sexes,70–74,0
Prince Edward Island,1/2/2021,All sexes,75–79,0
Prince Edward Island,1/2/2021,All sexes,80+,0
Prince Edward Island,1/2/2021,All sexes,All ages,1674
Prince Edward Island,1/2/2021,All sexes,Not reported,0
Prince Edward Island,1/2/2021,All sexes,Unknown,21
Prince Edward Island,1/2/2021,f,0–15,0
Prince Edward Island,1/2/2021,f,16–69,1313
Prince Edward Island,1/2/2021,f,70–74,0
Prince Edward Island,1/2/2021,f,75–79,0
Prince Edward Island,1/2/2021,f,80+,0
Prince Edward Island,1/2/2021,f,All ages,1321
Prince Edward Island,1/2/2021,f,Not reported,0
Prince Edward Island,1/2/2021,f,Unknown,8
Prince Edward Island,1/2/2021,m,0–15,0
Prince Edward Island,1/2/2021,m,16–69,333
Prince Edward Island,1/2/2021,m,70–74,0
Prince Edward Island,1/2/2021,m,75–79,0
Prince Edward Island,1/2/2021,m,80+,0
Prince Edward Island,1/2/2021,m,All ages,341
Prince Edward Island,1/2/2021,m,Not reported,0
Prince Edward Island,1/2/2021,m,Unknown,8
Prince Edward Island,1/2/2021,Unknown,0–15,0
Prince Edward Island,1/2/2021,Unknown,16–69,7
Prince Edward Island,1/2/2021,Unknown,70–74,0
Prince Edward Island,1/2/2021,Unknown,75–79,0
Prince Edward Island,1/2/2021,Unknown,80+,0
Prince Edward Island,1/2/2021,Unknown,All ages,12
Prince Edward Island,1/2/2021,Unknown,Not reported,0
Prince Edward Island,1/2/2021,Unknown,Unknown,5
Prince Edward Island,1/2/2021,Not reported,0–15,0
Prince Edward Island,1/2/2021,Not reported,16–69,0
Prince Edward Island,1/2/2021,Not reported,70–74,0
Prince Edward Island,1/2/2021,Not reported,75–79,0
Prince Edward Island,1/2/2021,Not reported,80+,0
Prince Edward Island,1/2/2021,Not reported,All ages,0
Prince Edward Island,1/2/2021,Not reported,Not reported,0
Prince Edward Island,1/2/2021,Not reported,Unknown,0
Nova Scotia,1/2/2021,All sexes,0–15,0
Nova Scotia,1/2/2021,All sexes,16–69,2669
Nova Scotia,1/2/2021,All sexes,70–74,31
Nova Scotia,1/2/2021,All sexes,75–79,11
Nova Scotia,1/2/2021,All sexes,80+,9
Nova Scotia,1/2/2021,All sexes,All ages,2720
Nova Scotia,1/2/2021,All sexes,Not reported,0
Nova Scotia,1/2/2021,All sexes,Unknown,0
Nova Scotia,1/2/2021,f,0–15,0
Nova Scotia,1/2/2021,f,16–69,1933
Nova Scotia,1/2/2021,f,70–74,20
Nova Scotia,1/2/2021,f,75–79,8
Nova Scotia,1/2/2021,f,80+,5
Nova Scotia,1/2/2021,f,All ages,1966
Nova Scotia,1/2/2021,f,Not reported,0
Nova Scotia,1/2/2021,f,Unknown,0
Nova Scotia,1/2/2021,m,0–15,0
Nova Scotia,1/2/2021,m,16–69,736
Nova Scotia,1/2/2021,m,70–74,11
Nova Scotia,1/2/2021,m,75–79,3
Nova Scotia,1/2/2021,m,80+,4
Nova Scotia,1/2/2021,m,All ages,754
Nova Scotia,1/2/2021,m,Not reported,0
Nova Scotia,1/2/2021,m,Unknown,0
Nova Scotia,1/2/2021,Unknown,0–15,0
Nova Scotia,1/2/2021,Unknown,16–69,0
Nova Scotia,1/2/2021,Unknown,70–74,0
Nova Scotia,1/2/2021,Unknown,75–79,0
Nova Scotia,1/2/2021,Unknown,80+,0
Nova Scotia,1/2/2021,Unknown,All ages,0
Nova Scotia,1/2/2021,Unknown,Not reported,0
Nova Scotia,1/2/2021,Unknown,Unknown,0
Nova Scotia,1/2/2021,Not reported,0–15,0
Nova Scotia,1/2/2021,Not reported,16–69,0
Nova Scotia,1/2/2021,Not reported,70–74,0
Nova Scotia,1/2/2021,Not reported,75–79,0
