Province,Entry_Date,Cumulative confirmed cases,Confirmed cases per day,Cumulative death cases,Deaths per day,Cumulative hospitalizations cases,hospitalizations per day,Mortality rate,Daily mortality rate
Prince Edward Island,6/8/2021,206,0,0,0,0,0,0,0
New Brunswick,6/8/2021,2267,1,44,0,4,0,1.941,0
Saskatchewan,6/8/2021,47517,90,549,2,104,2,1.155,2.222
Northwest Territories,6/8/2021,128,0,0,0,0,0,0,0
British Columbia,6/8/2021,145686,169,1722,0,203,4,1.182,0
Yukon,6/8/2021,111,2,2,0,0,0,1.802,0
Nunavut,6/8/2021,649,0,4,0,0,0,0.616,0
Prince Edward Island,6/9/2021,206,0,0,0,0,0,0,0
New Brunswick,6/9/2021,2280,13,44,0,4,0,1.93,0
Yukon,6/9/2021,115,4,2,0,0,0,1.739,0
Northwest Territories,6/9/2021,128,0,0,0,0,0,0,0
Nunavut,6/9/2021,649,0,4,0,0,0,0.616,0
Saskatchewan,6/9/2021,47574,57,550,1,109,5,1.156,1.754
Nunavut,6/10/2021,650,1,4,0,0,0,0.615,0
New Brunswick,6/10/2021,2283,3,44,0,4,0,1.927,0
Northwest Territories,6/10/2021,128,0,0,0,0,0,0,0
Yukon,6/10/2021,118,3,2,0,0,0,1.695,0
Newfoundland and Labrador,6/10/2021,1365,5,7,0,0,0,0.513,0
Prince Edward Island,6/10/2021,206,0,0,0,0,0,0,0
New Brunswick,6/11/2021,2284,1,44,0,4,0,1.926,0
Saskatchewan,6/11/2021,47764,96,552,1,104,3,1.156,1.042
Newfoundland and Labrador,6/11/2021,1368,3,7,0,0,0,0.512,0
Prince Edward Island,6/11/2021,206,0,0,0,0,0,0,0
Nova Scotia,6/11/2021,5746,8,89,1,4,0,1.549,12.5
Northwest Territories,6/11/2021,128,0,0,0,0,0,0,0
Nunavut,6/11/2021,654,4,4,0,0,0,0.612,0
Yukon,6/11/2021,123,5,2,0,0,0,1.626,0
Manitoba,6/12/2021,54167,273,1111,4,204,7,2.051,1.465
Newfoundland and Labrador,6/12/2021,1374,6,7,0,0,0,0.509,0
Nova Scotia,6/12/2021,5756,10,89,0,4,0,1.546,0
Prince Edward Island,6/12/2021,206,0,0,0,0,0,0,0
Northwest Territories,6/12/2021,128,0,0,0,0,0,0,0
Yukon,6/12/2021,123,0,2,0,0,0,1.626,0
British Columbia,6/12/2021,146215,118,1730,0,162,0,1.183,0
New Brunswick,6/12/2021,2291,7,45,1,4,0,1.964,14.286
Nunavut,6/12/2021,657,3,4,0,0,0,0.609,0
New Brunswick,6/13/2021,2298,7,45,0,4,0,1.958,0
Nunavut,6/13/2021,657,0,4,0,0,0,0.609,0
British Columbia,6/13/2021,146287,72,1730,0,162,0,1.183,0
Yukon,6/13/2021,133,10,2,0,0,0,1.504,0
Prince Edward Island,6/13/2021,206,0,0,0,0,0,0,0
Nova Scotia,6/13/2021,5764,8,89,0,4,0,1.544,0
Newfoundland and Labrador,6/13/2021,1375,1,7,0,0,0,0.509,0
Northwest Territories,6/13/2021,128,0,0,0,0,0,0,0
Prince Edward Island,6/14/2021,206,0,0,0,0,0,0,0
Nunavut,6/14/2021,657,0,4,0,0,0,0.609,0
New Brunswick,6/14/2021,2299,1,45,0,7,3,1.957,0
Saskatchewan,6/14/2021,47996,55,554,1,95,0,1.154,1.818
Newfoundland and Labrador,6/14/2021,1379,4,7,0,0,0,0.508,0
Manitoba,6/14/2021,54493,125,1116,2,194,1,2.048,1.6
Ontario,6/14/2021,541078,353,9090,8,453,24,1.68,2.266
Northwest Territories,6/14/2021,128,0,0,0,0,0,0,0
Yukon,6/14/2021,143,10,2,0,0,0,1.399,0
Nunavut,6/15/2021,657,0,4,0,0,0,0.609,0
British Columbia,6/15/2021,146502,110,1734,0,139,3,1.184,0
Nova Scotia,6/15/2021,5776,4,90,0,2,0,1.558,0
Prince Edward Island,6/15/2021,206,0,0,0,0,0,0,0
Saskatchewan,6/15/2021,48043,47,558,4,97,2,1.161,8.511
Newfoundland and Labrador,6/15/2021,1381,2,7,0,0,0,0.507,0
New Brunswick,6/15/2021,2302,3,45,0,8,1,1.955,0
Alberta,6/15/2021,230797,145,2278,4,271,1,0.987,2.759
Yukon,6/15/2021,163,20,3,1,0,0,1.84,5
Northwest Territories,6/15/2021,128,0,0,0,0,0,0,0
Yukon,6/16/2021,179,16,3,0,0,0,1.676,0
Northwest Territories,6/16/2021,128,0,0,0,0,0,0,0
Prince Edward Island,6/16/2021,206,0,0,0,0,0,0,0
Newfoundland and Labrador,6/16/2021,1382,1,7,0,0,0,0.507,0
Nunavut,6/16/2021,657,0,4,0,0,0,0.609,0
Nova Scotia,6/17/2021,5798,14,90,0,3,2,1.552,0
Nunavut,6/17/2021,657,0,4,0,0,0,0.609,0
Prince Edward Island,6/17/2021,206,0,0,0,0,0,0,0
Yukon,6/17/2021,195,16,3,0,0,0,1.538,0
New Brunswick,6/17/2021,2309,4,45,0,6,0,1.949,0
Northwest Territories,6/17/2021,128,0,0,0,0,0,0,0
Newfoundland and Labrador,6/17/2021,1383,1,7,0,2,2,0.506,0
Nunavut,6/18/2021,657,0,4,0,0,0,0.609,0
Prince Edward Island,6/18/2021,206,0,0,0,0,0,0,0
Yukon,6/18/2021,220,25,3,0,0,0,1.364,0
Northwest Territories,6/18/2021,128,0,0,0,0,0,0,0
Newfoundland and Labrador,6/18/2021,1383,0,7,0,2,0,0.506,0
Nova Scotia,6/18/2021,5809,11,90,0,3,0,1.549,0
New Brunswick,6/18/2021,2311,2,45,0,6,0,1.947,0
British Columbia,6/19/2021,146924,90,1740,0,128,0,1.184,0
Nova Scotia,6/19/2021,5815,6,90,0,3,0,1.548,0
Newfoundland and Labrador,6/19/2021,1383,0,7,0,2,0,0.506,0
Quebec,6/19/2021,368308,130,10514,1,178,3,2.855,0.769
Nunavut,6/19/2021,657,0,4,0,0,0,0.609,0
Northwest Territories,6/19/2021,128,0,0,0,0,0,0,0
Saskatchewan,6/19/2021,48381,54,561,0,82,1,1.16,0
New Brunswick,6/19/2021,2316,5,45,0,6,0,1.943,0
Yukon,6/19/2021,249,29,3,0,0,0,1.205,0
Prince Edward Island,6/19/2021,206,0,0,0,0,0,0,0
Nova Scotia,6/20/2021,5817,2,90,0,3,0,1.547,0
Newfoundland and Labrador,6/20/2021,1383,0,7,0,2,0,0.506,0
Northwest Territories,6/20/2021,128,0,0,0,0,0,0,0
Manitoba,6/20/2021,55330,92,1133,4,140,6,2.048,4.348
New Brunswick,6/20/2021,2318,2,45,0,6,0,1.941,0
Nunavut,6/20/2021,657,0,4,0,0,0,0.609,0
Prince Edward Island,6/20/2021,206,0,0,0,0,0,0,0
British Columbia,6/20/2021,146970,46,1740,0,128,0,1.184,0
Yukon,6/20/2021,256,7,3,0,0,0,1.172,0
Nunavut,6/21/2021,657,0,4,0,0,0,0.609,0
Yukon,6/21/2021,264,8,3,0,0,0,1.136,0
Ontario,6/21/2021,543256,201,9130,7,314,4,1.681,3.483
Manitoba,6/21/2021,55410,80,1136,3,141,1,2.05,3.75
Prince Edward Island,6/21/2021,206,0,0,0,0,0,0,0
Northwest Territories,6/21/2021,128,0,0,0,0,0,0,0
Newfoundland and Labrador,6/21/2021,1383,0,7,0,2,0,0.506,0
Nunavut,6/22/2021,657,0,4,0,0,0,0.609,0
Northwest Territories,6/22/2021,128,0,0,0,0,0,0,0
Prince Edward Island,6/22/2021,206,0,0,0,0,0,0,0
Nova Scotia,6/22/2021,5819,2,92,2,2,0,1.581,100
New Brunswick,6/22/2021,2319,1,45,0,5,0,1.94,0
Ontario,6/22/2021,543533,277,9133,3,332,18,1.68,1.083
Saskatchewan,6/22/2021,48505,15,564,0,79,3,1.163,0
British Columbia,6/22/2021,147110,83,1743,0,111,3,1.185,0
Yukon,6/22/2021,284,20,3,0,0,0,1.056,0
Quebec,6/23/2021,368704,110,10521,1,161,0,2.854,0.909
Prince Edward Island,6/23/2021,206,0,0,0,0,0,0,0
Yukon,6/23/2021,289,5,3,0,0,0,1.038,0
Nunavut,6/23/2021,657,0,4,0,0,0,0.609,0
Nova Scotia,6/23/2021,5819,0,92,0,2,0,1.581,0
Newfoundland and Labrador,6/23/2021,1384,0,7,0,0,0,0.506,0
Northwest Territories,6/23/2021,128,0,0,0,0,0,0,0
New Brunswick,6/23/2021,2320,1,45,0,5,0,1.94,0
Saskatchewan,6/24/2021,48590,53,565,0,76,1,1.163,0
British Columbia,6/24/2021,147250,64,1747,3,113,4,1.186,4.688
Nunavut,6/24/2021,657,0,4,0,0,0,0.609,0
Prince Edward Island,6/24/2021,206,0,0,0,0,0,0,0
Newfoundland and Labrador,6/24/2021,1384,0,7,0,1,1,0.506,0
Northwest Territories,6/24/2021,128,0,0,0,0,0,0,0
Yukon,6/24/2021,298,9,4,1,0,0,1.342,11.111
Nova Scotia,6/24/2021,5824,5,92,0,2,0,1.58,0
New Brunswick,6/24/2021,2322,2,45,0,6,1,1.938,0
Alberta,6/25/2021,231735,77,2293,0,190,0,0.989,0
Yukon,6/25/2021,308,10,4,0,0,0,1.299,0
Newfoundland and Labrador,6/25/2021,1384,0,7,0,1,0,0.506,0
Northwest Territories,6/25/2021,128,0,0,0,0,0,0,0
Nunavut,6/25/2021,657,0,4,0,0,0,0.609,0
Nova Scotia,6/25/2021,5840,16,92,0,2,0,1.575,0
Prince Edward Island,6/25/2021,206,0,0,0,0,0,0,0
Saskatchewan,6/25/2021,48646,56,565,0,78,2,1.161,0
Saskatchewan,6/26/2021,48706,60,566,1,79,1,1.162,1.667
British Columbia,6/26/2021,147358,53,1749,0,108,0,1.187,0
Nunavut,6/26/2021,657,0,4,0,0,0,0.609,0
New Brunswick,6/26/2021,2324,1,45,0,4,0,1.936,0
Nova Scotia,6/26/2021,5851,11,92,0,2,0,1.572,0
Northwest Territories,6/26/2021,128,0,0,0,0,0,0,0
Prince Edward Island,6/26/2021,206,0,0,0,0,0,0,0
Alberta,6/26/2021,231780,45,2293,0,190,0,0.989,0
Yukon,6/26/2021,334,26,4,0,0,0,1.198,0
Newfoundland and Labrador,6/26/2021,1384,0,7,0,1,0,0.506,0
New Brunswick,6/27/2021,2325,1,45,0,4,0,1.935,0
Nova Scotia,6/27/2021,5854,3,92,0,2,0,1.572,0
Yukon,6/27/2021,359,25,4,0,0,0,1.114,0
Prince Edward Island,6/27/2021,206,0,0,0,0,0,0,0
Newfoundland and Labrador,6/27/2021,1384,0,7,0,1,0,0.506,0
Alberta,6/27/2021,231820,40,2295,2,190,0,0.99,5
British Columbia,6/27/2021,147398,40,1749,0,108,0,1.187,0
Northwest Territories,6/27/2021,128,0,0,0,0,0,0,0
Nunavut,6/27/2021,657,0,4,0,0,0,0.609,0
Manitoba,6/27/2021,55976,96,1144,3,94,6,2.044,3.125
Manitoba,6/28/2021,56040,64,1146,2,95,1,2.045,3.125
New Brunswick,6/28/2021,2326,1,45,0,4,0,1.935,0
Prince Edward Island,6/28/2021,206,0,0,0,0,0,0,0
Ontario,6/28/2021,545068,183,9160,2,264,6,1.681,1.093
Nunavut,6/28/2021,657,0,4,0,0,0,0.609,0
Newfoundland and Labrador,6/28/2021,1385,1,7,0,1,0,0.505,0
Quebec,6/28/2021,369099,55,10530,2,124,0,2.853,3.636
Yukon,6/28/2021,376,17,4,0,0,0,1.064,0
Northwest Territories,6/28/2021,128,0,0,0,0,0,0,0
Nova Scotia,6/28/2021,5858,4,92,0,2,0,1.571,0
British Columbia,6/29/2021,147476,47,1754,0,110,3,1.189,0
Northwest Territories,6/29/2021,128,0,0,0,0,0,0,0
Newfoundland and Labrador,6/29/2021,1385,0,7,0,1,0,0.505,0
Prince Edward Island,6/29/2021,207,1,0,0,0,0,0,0
Nova Scotia,6/29/2021,5859,1,92,0,2,0,1.57,0
Yukon,6/29/2021,391,15,4,0,0,0,1.023,0
Nunavut,6/29/2021,657,0,4,0,0,0,0.609,0
New Brunswick,6/30/2021,2332,3,45,0,4,1,1.93,0
Northwest Territories,6/30/2021,128,0,0,0,0,0,0,0
Yukon,6/30/2021,403,12,5,1,0,0,1.241,8.333
Nova Scotia,6/30/2021,5863,4,92,0,2,0,1.569,0
Nunavut,6/30/2021,657,0,4,0,0,0,0.609,0
Prince Edward Island,6/30/2021,207,0,0,0,0,0,0,0
Nova Scotia,7/1/2021,5867,4,92,0,2,0,1.568,0
Nunavut,7/1/2021,657,0,4,0,0,0,0.609,0
Prince Edward Island,7/1/2021,207,0,0,0,0,0,0,0
Northwest Territories,7/1/2021,128,0,0,0,0,0,0,0
British Columbia,7/1/2021,147556,32,1754,0,108,0,1.189,0
Manitoba,7/1/2021,56255,79,1153,0,77,0,2.05,0
Yukon,7/1/2021,414,11,5,0,0,0,1.208,0
Alberta,7/1/2021,232047,36,2301,0,165,0,0.992,0
Newfoundland and Labrador,7/1/2021,1386,0,7,0,0,0,0.505,0
New Brunswick,7/1/2021,2332,0,45,0,4,0,1.93,0
Nova Scotia,7/2/2021,5869,2,92,0,3,1,1.568,0
Newfoundland and Labrador,7/2/2021,1387,1,7,0,0,0,0.505,0
Northwest Territories,7/2/2021,128,0,0,0,0,0,0,0
Nunavut,7/2/2021,657,0,4,0,0,0,0.609,0
Yukon,7/2/2021,430,16,5,0,0,0,1.163,0
New Brunswick,7/2/2021,2336,4,45,0,5,1,1.926,0
Prince Edward Island,7/2/2021,207,0,0,0,0,0,0,0
Northwest Territories,7/3/2021,128,0,0,0,0,0,0,0
Yukon,7/3/2021,443,13,5,0,0,0,1.129,0
Prince Edward Island,7/3/2021,207,0,0,0,0,0,0,0
New Brunswick,7/3/2021,2336,0,45,0,5,0,1.926,0
British Columbia,7/3/2021,147624,37,1756,0,99,0,1.19,0
Nunavut,7/3/2021,657,0,4,0,0,0,0.609,0
Saskatchewan,7/3/2021,48931,49,568,0,60,3,1.161,0
Alberta,7/3/2021,232133,52,2301,0,144,0,0.991,0
Newfoundland and Labrador,7/3/2021,1387,0,7,0,0,0,0.505,0
Northwest Territories,7/4/2021,128,0,0,0,0,0,0,0
Nunavut,7/4/2021,657,0,4,0,0,0,0.609,0
Yukon,7/4/2021,468,25,5,0,0,0,1.068,0
British Columbia,7/4/2021,147648,24,1756,0,99,0,1.189,0
Prince Edward Island,7/4/2021,207,0,0,0,0,0,0,0
Saskatchewan,7/4/2021,48958,27,568,0,63,3,1.16,0
Newfoundland and Labrador,7/4/2021,1387,0,7,0,0,0,0.505,0
Nova Scotia,7/4/2021,5880,3,92,0,2,0,1.565,0
Alberta,7/4/2021,232172,39,2303,2,144,0,0.992,5.128
Nunavut,7/5/2021,657,0,4,0,0,0,0.609,0
Saskatchewan,7/5/2021,48978,20,568,0,65,2,1.16,0
Manitoba,7/5/2021,56480,68,1160,1,63,7,2.054,1.471
Newfoundland and Labrador,7/5/2021,1400,13,7,0,0,0,0.5,0
Prince Edward Island,7/5/2021,207,0,0,0,0,0,0,0
New Brunswick,7/5/2021,2338,1,46,0,4,0,1.967,0
Nova Scotia,7/5/2021,5881,1,92,0,2,0,1.564,0
Quebec,7/5/2021,369590,35,10541,1,102,2,2.852,2.857
Yukon,7/5/2021,481,13,5,0,0,0,1.04,0
Ontario,7/5/2021,546435,130,9192,6,195,1,1.682,4.615
Northwest Territories,7/5/2021,128,0,0,0,0,0,0,0
British Columbia,7/6/2021,147737,45,1759,0,87,2,1.191,0
Manitoba,7/6/2021,56522,42,1161,1,63,0,2.054,2.381
Quebec,7/6/2021,369685,95,10542,1,102,0,2.852,1.053
Ontario,7/6/2021,546663,228,9197,5,203,8,1.682,2.193
Newfoundland and Labrador,7/6/2021,1400,0,7,0,0,0,0.5,0
Yukon,7/6/2021,488,7,5,0,0,0,1.025,0
Nunavut,7/6/2021,657,0,4,0,0,0,0.609,0
Alberta,7/6/2021,232265,57,2307,2,138,2,0.993,3.509
Prince Edward Island,7/6/2021,208,1,0,0,0,0,0,0
Northwest Territories,7/6/2021,128,0,0,0,0,0,0,0
Nova Scotia,7/6/2021,5888,7,92,0,2,0,1.562,0
Newfoundland and Labrador,7/7/2021,1400,0,7,0,0,0,0.5,0
Quebec,7/7/2021,369762,77,10542,0,103,1,2.851,0
Manitoba,7/7/2021,56591,69,1163,2,64,1,2.055,2.899
Saskatchewan,7/7/2021,49039,47,570,1,64,2,1.162,2.128
Nunavut,7/7/2021,657,0,4,0,0,0,0.609,0
Prince Edward Island,7/7/2021,208,0,0,0,0,0,0,0
Alberta,7/7/2021,232314,49,2307,0,140,2,0.993,0
Northwest Territories,7/7/2021,128,0,0,0,0,0,0,0
Yukon,7/7/2021,494,6,5,0,0,0,1.012,0
Prince Edward Island,7/8/2021,208,0,0,0,0,0,0,0
Newfoundland and Labrador,7/8/2021,1400,0,7,0,0,0,0.5,0
New Brunswick,7/8/2021,2336,0,46,0,2,0,1.969,0
Nunavut,7/8/2021,657,0,4,0,0,0,0.609,0
Northwest Territories,7/8/2021,128,0,0,0,0,0,0,0
Nova Scotia,7/8/2021,5891,2,92,0,1,1,1.562,0
Yukon,7/8/2021,507,13,5,0,0,0,0.986,0
Yukon,7/9/2021,513,6,5,0,0,0,0.975,0
Nunavut,7/9/2021,657,0,4,0,0,0,0.609,0
Northwest Territories,7/9/2021,128,0,0,0,0,0,0,0
New Brunswick,7/9/2021,2336,0,46,0,2,0,1.969,0
Prince Edward Island,7/9/2021,208,0,0,0,0,0,0,0
Newfoundland and Labrador,7/9/2021,1402,2,7,0,0,0,0.499,0
Nova Scotia,7/9/2021,5892,1,92,0,1,0,1.561,0
Northwest Territories,7/10/2021,128,0,0,0,0,0,0,0
Prince Edward Island,7/10/2021,208,0,0,0,0,0,0,0
Alberta,7/10/2021,232438,31,2307,0,126,0,0.993,0
Manitoba,7/10/2021,56814,80,1165,2,59,7,2.051,2.5
Saskatchewan,7/10/2021,49240,42,572,1,61,0,1.162,2.381
British Columbia,7/10/2021,147937,38,1760,0,73,0,1.19,0
Newfoundland and Labrador,7/10/2021,1402,0,7,0,0,0,0.499,0
Nunavut,7/10/2021,657,0,4,0,0,0,0.609,0
Yukon,7/10/2021,520,7,5,0,0,0,0.962,0
Nova Scotia,7/10/2021,5893,1,92,0,1,0,1.561,0
Alberta,7/11/2021,232467,29,2307,0,126,0,0.992,0
British Columbia,7/11/2021,147966,29,1760,0,73,0,1.189,0
New Brunswick,7/11/2021,2336,0,46,0,1,0,1.969,0
Northwest Territories,7/11/2021,128,0,0,0,0,0,0,0
Nova Scotia,7/11/2021,5897,4,92,0,1,0,1.56,0
Newfoundland and Labrador,7/11/2021,1402,0,7,0,0,0,0.499,0
Nunavut,7/11/2021,657,0,4,0,0,0,0.609,0
Yukon,7/11/2021,526,6,5,0,0,0,0.951,0
Prince Edward Island,7/11/2021,208,0,0,0,0,0,0,0
Quebec,7/12/2021,370104,57,10547,2,88,0,2.85,3.509
Nova Scotia,7/12/2021,5898,1,92,0,1,0,1.56,0
New Brunswick,7/12/2021,2336,0,46,0,1,0,1.969,0
Newfoundland and Labrador,7/12/2021,1402,0,7,0,0,0,0.499,0
Prince Edward Island,7/12/2021,208,0,0,0,0,0,0,0
Northwest Territories,7/12/2021,128,0,0,0,0,0,0,0
Manitoba,7/12/2021,56909,32,1165,0,52,1,2.047,0
Nunavut,7/12/2021,657,0,4,0,0,0,0.609,0
Yukon,7/12/2021,528,2,5,0,0,0,0.947,0
Ontario,7/12/2021,547608,111,9227,5,176,16,1.685,4.505
Saskatchewan,7/12/2021,49279,19,573,0,57,3,1.163,0
Nunavut,7/13/2021,657,0,4,0,0,0,0.609,0
Newfoundland and Labrador,7/13/2021,1407,5,7,0,1,1,0.498,0
Nova Scotia,7/13/2021,5899,1,92,0,1,0,1.56,0
Yukon,7/13/2021,530,2,6,1,0,0,1.132,50
Prince Edward Island,7/13/2021,208,0,0,0,0,0,0,0
Saskatchewan,7/13/2021,49304,25,573,0,57,0,1.162,0
British Columbia,7/13/2021,148039,31,1760,0,66,0,1.189,0
Alberta,7/13/2021,232533,34,2311,1,112,0,0.994,2.941
Northwest Territories,7/13/2021,128,0,0,0,0,0,0,0
Alberta,7/14/2021,232582,49,2312,1,113,1,0.994,2.041
Prince Edward Island,7/14/2021,208,0,0,0,0,0,0,0
Northwest Territories,7/14/2021,128,0,0,0,0,0,0,0
New Brunswick,7/14/2021,2336,0,46,0,0,0,1.969,0
Newfoundland and Labrador,7/14/2021,1410,3,7,0,1,0,0.496,0
Yukon,7/14/2021,533,3,6,0,0,0,1.126,0
Ontario,7/14/2021,547905,140,9238,3,177,3,1.686,2.143
Nova Scotia,7/14/2021,5899,0,92,0,1,0,1.56,0
Nunavut,7/14/2021,657,0,4,0,0,0,0.609,0
Newfoundland and Labrador,7/15/2021,1433,23,7,0,1,0,0.488,0
Northwest Territories,7/15/2021,128,0,0,0,0,0,0,0
Nunavut,7/15/2021,657,0,4,0,0,0,0.609,0
Nova Scotia,7/15/2021,5899,0,92,0,1,0,1.56,0
Yukon,7/15/2021,537,4,6,0,0,0,1.117,0
New Brunswick,7/15/2021,2343,7,46,0,0,0,1.963,0
Prince Edward Island,7/15/2021,208,0,0,0,0,0,0,0
Quebec,7/15/2021,370318,83,10549,0,81,2,2.849,0
Quebec,7/16/2021,370416,98,10550,1,84,3,2.848,1.02
New Brunswick,7/16/2021,2345,2,46,0,0,0,1.962,0
Nunavut,7/16/2021,657,0,4,0,0,0,0.609,0
Northwest Territories,7/16/2021,128,0,0,0,0,0,0,0
Saskatchewan,7/16/2021,49362,21,575,2,53,1,1.165,9.524
Yukon,7/16/2021,543,6,6,0,0,0,1.105,0
Alberta,7/16/2021,232685,51,2314,0,110,3,0.994,0
Prince Edward Island,7/16/2021,208,0,0,0,0,0,0,0
Newfoundland and Labrador,7/16/2021,1433,0,7,0,1,0,0.488,0
Nova Scotia,7/16/2021,5899,0,92,0,1,0,1.56,0
Alberta,7/17/2021,232725,40,2314,0,110,0,0.994,0
Prince Edward Island,7/17/2021,208,0,0,0,0,0,0,0
Yukon,7/17/2021,556,13,6,0,0,0,1.079,0
Newfoundland and Labrador,7/17/2021,1433,0,7,0,1,0,0.488,0
British Columbia,7/17/2021,148262,66,1761,0,60,0,1.188,0
Nunavut,7/17/2021,657,0,4,0,0,0,0.609,0
Northwest Territories,7/17/2021,128,0,0,0,0,0,0,0
Saskatchewan,7/17/2021,49397,35,575,0,54,1,1.164,0
Nova Scotia,7/17/2021,5899,0,92,0,1,0,1.56,0
New Brunswick,7/17/2021,2345,0,46,0,0,0,1.962,0
Prince Edward Island,7/18/2021,208,0,0,0,0,0,0,0
Yukon,7/18/2021,563,7,6,0,0,0,1.066,0
Newfoundland and Labrador,7/18/2021,1433,0,7,0,1,0,0.488,0
New Brunswick,7/18/2021,2346,1,46,0,0,0,1.961,0
British Columbia,7/18/2021,148310,48,1761,0,60,0,1.187,0
Nunavut,7/18/2021,657,0,4,0,0,0,0.609,0
Nova Scotia,7/18/2021,5902,3,92,0,1,0,1.559,0
Northwest Territories,7/18/2021,128,0,0,0,0,0,0,0
Alberta,7/18/2021,232766,41,2316,2,110,0,0.995,4.878
Manitoba,7/18/2021,57174,50,1169,0,39,4,2.045,0
Yukon,7/19/2021,567,4,6,0,0,0,1.058,0
Northwest Territories,7/19/2021,128,0,0,0,0,0,0,0
Saskatchewan,7/19/2021,49450,17,575,0,55,2,1.163,0
Nunavut,7/19/2021,657,0,4,0,0,0,0.609,0
Nova Scotia,7/19/2021,5902,0,92,0,1,0,1.559,0
Quebec,7/19/2021,370619,57,10551,1,78,3,2.847,1.754
Prince Edward Island,7/19/2021,208,0,0,0,0,0,0,0
New Brunswick,7/19/2021,2346,0,46,0,0,0,1.961,0
Newfoundland and Labrador,7/19/2021,1437,4,7,0,3,2,0.487,0
Ontario,7/19/2021,548669,131,9251,2,144,10,1.686,1.527
Nunavut,7/20/2021,657,0,4,0,0,0,0.609,0
Prince Edward Island,7/20/2021,208,0,0,0,0,0,0,0
New Brunswick,7/20/2021,2346,0,46,0,0,0,1.961,0
Yukon,7/20/2021,575,8,6,0,0,0,1.043,0
Ontario,7/20/2021,548836,167,9254,3,157,13,1.686,1.796
Northwest Territories,7/20/2021,128,0,0,0,0,0,0,0
British Columbia,7/20/2021,148454,79,1763,0,50,1,1.188,0
Saskatchewan,7/20/2021,49472,22,575,0,55,0,1.162,0
Prince Edward Island,7/21/2021,208,0,0,0,0,0,0,0
Saskatchewan,7/21/2021,49525,53,575,0,59,4,1.161,0
New Brunswick,7/21/2021,2346,0,46,0,0,0,1.961,0
Newfoundland and Labrador,7/21/2021,1437,0,7,0,2,0,0.487,0
Nunavut,7/21/2021,657,0,4,0,0,0,0.609,0
Northwest Territories,7/21/2021,128,0,0,0,0,0,0,0
Yukon,7/21/2021,581,6,6,0,0,0,1.033,0
Newfoundland and Labrador,7/22/2021,1437,0,7,0,2,0,0.487,0
British Columbia,7/22/2021,148664,113,1763,0,53,5,1.186,0
Yukon,7/22/2021,584,3,6,0,0,0,1.027,0
Northwest Territories,7/22/2021,128,0,0,0,0,0,0,0
Nunavut,7/22/2021,657,0,4,0,0,0,0.609,0
Prince Edward Island,7/22/2021,208,0,0,0,0,0,0,0
Nova Scotia,7/22/2021,5905,0,93,1,0,0,1.575,0
Ontario,7/22/2021,549207,192,9259,2,140,0,1.686,1.042
New Brunswick,7/22/2021,2347,1,46,0,0,0,1.96,0
Saskatchewan,7/22/2021,49556,31,575,0,59,0,1.16,0
Manitoba,7/22/2021,57317,49,1174,0,30,0,2.048,0
Yukon,7/23/2021,594,10,6,0,0,0,1.01,0
New Brunswick,7/23/2021,2350,3,46,0,0,0,1.957,0
Nova Scotia,7/23/2021,5907,2,93,0,0,0,1.574,0
Saskatchewan,7/23/2021,49608,52,577,2,64,5,1.163,3.846
Newfoundland and Labrador,7/23/2021,1437,0,7,0,2,0,0.487,0
Northwest Territories,7/23/2021,128,0,0,0,0,0,0,0
Ontario,7/23/2021,549374,167,9259,0,140,0,1.685,0
Prince Edward Island,7/23/2021,208,0,0,0,0,0,0,0
Nunavut,7/23/2021,657,0,4,0,0,0,0.609,0
Manitoba,7/24/2021,57415,62,1175,0,28,0,2.047,0
Newfoundland and Labrador,7/24/2021,1437,0,7,0,2,0,0.487,0
New Brunswick,7/24/2021,2350,0,46,0,0,0,1.957,0
Nunavut,7/24/2021,657,0,4,0,0,0,0.609,0
Prince Edward Island,7/24/2021,208,0,0,0,0,0,0,0
Northwest Territories,7/24/2021,128,0,0,0,0,0,0,0
Alberta,7/24/2021,233460,137,2322,0,84,0,0.995,0
Yukon,7/24/2021,615,21,6,0,0,0,0.976,0
British Columbia,7/24/2021,148842,88,1767,0,46,0,1.187,0
Nunavut,7/25/2021,657,0,4,0,0,0,0.609,0
Manitoba,7/25/2021,57442,27,1176,1,31,3,2.047,3.704
Yukon,7/25/2021,625,10,6,0,0,0,0.96,0
British Columbia,7/25/2021,148938,96,1767,0,46,0,1.186,0
Newfoundland and Labrador,7/25/2021,1437,0,7,0,2,0,0.487,0
Alberta,7/25/2021,233552,92,2322,0,84,0,0.994,0
New Brunswick,7/25/2021,2350,0,46,0,0,0,1.957,0
Northwest Territories,7/25/2021,128,0,0,0,0,0,0,0
Prince Edward Island,7/25/2021,208,0,0,0,0,0,0,0
Quebec,7/26/2021,371305,62,10559,1,67,5,2.844,1.613
Prince Edward Island,7/26/2021,208,0,0,0,0,0,0,0
New Brunswick,7/26/2021,2351,1,46,0,0,0,1.957,0
Yukon,7/26/2021,628,3,6,0,0,0,0.955,0
Newfoundland and Labrador,7/26/2021,1437,0,7,0,2,0,0.487,0
Ontario,7/26/2021,549779,127,9264,0,128,9,1.685,0
Manitoba,7/26/2021,57457,15,1177,1,39,8,2.048,6.667
Nunavut,7/26/2021,657,0,4,0,0,0,0.609,0
